04/15/2022 Test Engineers: Grant Kirchhoff , Anton Buynovskiy
Comment: First test w/o sensing element installed. No heater. Test performed in STIg Lab.

Sensor:Au16
US / mV, Uref / mV, IS / nA, UH / mV, IH / mA, RH / Ohm

SensorNr.; US; Uref; IS; UH; IH; RH; Time (LabView); Comment; Measurement range; range_is_change?; temp_reg_on?; heatup?; uref_reg_on?
11.000000;0.000000;0.000000;0.000000;0.004028;0.289921;13.894711;1.422707E+7;;4.000000;1.000000;1.000000;1.000000;1.000000;
11.000000;0.000000;0.000000;0.000000;0.004395;0.289921;15.157867;1.422711E+7;;4.000000;1.000000;1.000000;1.000000;1.000000;
11.000000;0.000000;0.000000;0.000000;0.004761;0.289921;16.421023;1.422714E+7;;4.000000;1.000000;1.000000;1.000000;1.000000;
11.000000;0.000000;0.000000;0.000000;0.005127;0.289921;17.684178;1.422717E+7;;4.000000;1.000000;1.000000;1.000000;1.000000;
11.000000;0.000000;0.000000;0.000000;0.004761;0.259403;18.352908;1.422720E+7;;4.000000;1.000000;1.000000;1.000000;1.000000;
11.000000;0.000000;0.000000;0.000000;0.004761;0.305180;15.599971;1.422723E+7;;4.000000;1.000000;1.000000;1.000000;1.000000;
11.000000;0.000000;0.000000;0.000000;0.004761;0.274662;17.333302;1.422726E+7;;4.000000;1.000000;1.000000;1.000000;1.000000;
11.000000;0.000000;0.000000;0.000000;0.004395;0.274662;15.999971;1.422729E+7;;4.000000;1.000000;1.000000;1.000000;1.000000;
11.000000;0.000000;0.000000;0.000000;0.004395;0.289921;15.157867;1.422732E+7;;4.000000;1.000000;1.000000;1.000000;1.000000;
11.000000;0.000000;0.000000;0.000000;0.005127;0.289921;17.684178;1.422735E+7;;4.000000;1.000000;1.000000;1.000000;1.000000;
11.000000;0.000000;0.000000;0.000000;0.005127;0.289921;17.684178;1.422738E+7;;4.000000;1.000000;1.000000;1.000000;1.000000;
11.000000;0.000000;0.000000;0.000000;0.004761;0.274662;17.333302;1.422741E+7;;4.000000;1.000000;1.000000;1.000000;1.000000;
11.000000;0.000000;0.000000;0.000000;0.005127;0.289921;17.684178;1.422745E+7;;4.000000;1.000000;1.000000;1.000000;1.000000;
11.000000;0.000000;0.000000;0.000000;0.004395;0.289921;15.157867;1.422748E+7;;4.000000;1.000000;1.000000;1.000000;1.000000;
11.000000;0.000000;0.000000;0.000000;0.004395;0.274662;15.999971;1.422751E+7;;4.000000;1.000000;1.000000;1.000000;1.000000;
11.000000;0.000000;0.000000;0.000000;0.004761;0.289921;16.421023;1.422754E+7;;4.000000;1.000000;1.000000;1.000000;1.000000;
11.000000;0.000000;0.000000;0.000000;0.004395;0.289921;15.157867;1.422757E+7;;4.000000;1.000000;1.000000;1.000000;1.000000;
11.000000;0.000000;0.000000;0.000000;0.004395;0.274662;15.999971;1.422760E+7;;4.000000;1.000000;1.000000;1.000000;1.000000;
11.000000;0.000000;0.000000;0.000000;0.004395;0.274662;15.999971;1.422763E+7;;4.000000;1.000000;1.000000;1.000000;1.000000;
11.000000;0.000000;0.000000;0.000000;0.004395;0.274662;15.999971;1.422766E+7;;4.000000;1.000000;1.000000;1.000000;1.000000;
11.000000;0.000000;0.000000;0.000000;0.004395;0.274662;15.999971;1.422769E+7;;4.000000;1.000000;1.000000;1.000000;1.000000;
11.000000;0.000000;0.000000;0.000000;0.004028;0.305180;13.199976;1.422772E+7;;4.000000;1.000000;1.000000;1.000000;1.000000;
11.000000;0.000000;0.000000;0.000000;0.004395;0.289921;15.157867;1.422775E+7;;4.000000;1.000000;1.000000;1.000000;1.000000;
11.000000;0.000000;0.000000;0.000000;0.005127;0.274662;18.666632;1.422779E+7;;4.000000;1.000000;1.000000;1.000000;1.000000;
11.000000;0.000000;0.000000;0.000000;0.004761;0.289921;16.421023;1.422782E+7;;4.000000;1.000000;1.000000;1.000000;1.000000;
11.000000;0.000000;0.000000;0.000000;0.004761;0.274662;17.333302;1.422785E+7;;4.000000;1.000000;1.000000;1.000000;1.000000;
11.000000;0.000000;0.000000;0.000000;0.004395;0.289921;15.157867;1.422788E+7;;4.000000;1.000000;1.000000;1.000000;1.000000;
